title,date,text


 
Editor: KLH 
 

0322 GMT [Dow Jones] Already facing selling pressure on tumbling oil prices, the AUD/JPY may fall to 94 later this week, says Yasuaki Amatatsu, analyst of global markets research at Bank of Tokyo-Mitsubishi UFJ. The ongoing decline in oil prices and those on natural resources suggest fallloff in Australia's exports, prompting some of investors to sell the commodity-linked AUD, says Amatatsu. The AUD/JPY falls to as low as 95.13, its lowest since Oct. 28, before recovering slightly to 95.24 now. The AUD/USD also down to a week low of 0.8098 and now at 0.8108. (hiroyuki.kachi@wsj.com) 


 
Editor: KLH 
 
 

Corrections and Amplifications

This item was corrected at 04:19 GMT. The original misstated the currency pair in the last line. The correct description is the AUD/USD, not the USD/AUD.

0316 GMT [Dow Jones] Record-high commodity imports to China last month and last year likely reflected not just low prices but a strategic wish to stock pile, Capital Economics said. ""It seems unlikely that opportunistic buying is the whole story. Buyers are unlikely to build stocks unless they are confident of future demand,"" the research house says. Capital expects commodity import demand to remain strong in the first quarter of 2015 as lower prices continue to encourage some additional buying. ""Meanwhile, copper demand will be supported by a pick-up in investment by the State Grid and by attractive charges at smelters,"" Capital analyst Caroline Bain says. (chuin-wei.yap@wsj.com; Twitter: @YapCW) 


 
Editor JSM 
 

0303 GMT [Dow Jones] USD/INR is likely to test the daily Ichimoku Cloud support zone at 61.87--and possibly the Reserve Bank of India's resolve--as the U.S. dollar settles lower in Asia Wednesday. The India central bank has been suspected of intervening in the spot market this week to temper the rapid rise of the rupee. Traders have been betting aggressively on the rupee against the dollar after a couple of notable global investment banks highlighted bullish rupee trading ideas last week. The decline of oil prices may also be a factor helping the rupee. Cheaper oil means cheaper imported energy bills and thereby a reduced trade deficit for India. USD/INR is expected to open around 62.03, based on its overnight offshore market closing, versus its Tuesday close of 61.97. (ewen.chew@wsj.com) 


 
Editor: KLH 
 

0238 GMT [Dow Jones] USD/THB has a mild bearish bias that could lead to 32.64 in the near term--implying a stronger baht versus the U.S. dollar. The pair entered the Bollinger downtrend channel on Tuesday but is also caught inside the daily Ichimoku Cloud support zone that spans 32.64-32.91, suggesting the move lower could be protracted. A break of the Cloud's base at 32.64 is necessary to trigger more U.S. dollar downside. The yield on the benchmark U.S. 10-year Treasury note has remained under 2.00%, due to demand for bonds from haven-seeking investors, depressing the greenback in general. USD/THB is now 32.81 from its Tuesday close of 32.80. (ewen.chew@wsj.com) 


 
Editor JSM 

(END) Dow Jones Newswires

January 13, 2015 23:39 ET (04:39 GMT)"
USD/INR Cloud Support and RBI May Be Tested -- Market Talk,2015-01-14,"0303 GMT [Dow Jones] USD/INR is likely to test the daily Ichimoku Cloud support zone at 61.87--and possibly the Reserve Bank of India's resolve--as the U.S. dollar settles lower in Asia Wednesday. The India central bank has been suspected of intervening in the spot market this week to temper the rapid rise of the rupee. Traders have been betting aggressively on the rupee against the dollar after a couple of notable global investment banks highlighted bullish rupee trading ideas last week. The decline of oil prices may also be a factor helping the rupee. Cheaper oil means cheaper imported energy bills and thereby a reduced trade deficit for India. USD/INR is expected to open around 62.03, based on its overnight offshore market closing, versus its Tuesday close of 61.97. (ewen.chew@wsj.com) 


 
Editor: KLH 
 

0238 GMT [Dow Jones] USD/THB has a mild bearish bias that could lead to 32.64 in the near term--implying a stronger baht versus the U.S. dollar. The pair entered the Bollinger downtrend channel on Tuesday but is also caught inside the daily Ichimoku Cloud support zone that spans 32.64-32.91, suggesting the move lower could be protracted. A break of the Cloud's base at 32.64 is necessary to trigger more U.S. dollar downside. The yield on the benchmark U.S. 10-year Treasury note has remained under 2.00%, due to demand for bonds from haven-seeking investors, depressing the greenback in general. USD/THB is now 32.81 from its Tuesday close of 32.80. (ewen.chew@wsj.com) 


 
Editor JSM 
 

0236 GMT [Dow Jones] Malaysia's ringgit is probing Tuesday's 5.5-year low of 3.5940 to the U.S. dollar as oil prices hover near 6-year lows. If USD/MYR breaks the 3.6000 round-figure trading barrier, it could trigger stop-loss orders that would cause a spike higher for the dollar. Bearish forecasts for oil by global investment banks as well as major oil producer Saudi Arabia continue to plague Malayisa's ringgit. The persistent decline of oil prices has been hurting investor sentiment for the ringgit because Malaysia's trade balance--as an oil producer and exporter--will be adversely affected. USD/MYR is now 3.5915 from its Tuesday close of 3.5920. (ewen.chew@wsj.com) 


 
Editor: KLH 
 

0224 GMT [Dow Jones] The USD/JPY is weakening (to fresh one-month low of 117.49), with position adjustment by short-term players leading the selling amid the Nikkei weakness (now down 0.6%), says Mizuho SecuritiesFX strategist Kenji Yoshii. The pair was below its low 117.52 set overnight and is gradually showing clearer sign of downside bias. For now, the pair may stop falling around 117.20-30 with dip buying by kicking in from Japanese investors for use in commercial transactions. But there seems to be no particular downside support toward the 115 level over the longer term. (hiroyuki.kachi@wsj.com) 


 
Editor JSM 
 

0223 GMT [Dow Jones] The risk-sensitive Australian dollar weakened to a one-week low of 95.63 against the yen in Asian trade Wednesday amid weak Tokyo stocks. Japan's Nikkei was recently down 0.96% at 16,923. The AUD/JPY daily chart is negative-biased as the daily MACD and stochastic indicators are bearish, while the five-day moving average is below the 15-day moving average and declining. Further downside in the Aussie/yen cross may encounter support at 95.50 (Jan. 7 reaction low), and then at 95.17 (Dec. 17 reaction low). Spot AUD/JPY is at 95.70 versus 96.28 late Tuesday. (jerry.tan@wsj.com) 


 
Editor JSM 
 

0220 GMT [Dow Jones] The USD/TWD is weaker, reflecting the USD's declines against most regional currencies, says a local trader. ""Some speculative selling emerged soon after the open, but the local pair didn't fall much as market participants remain cautious,"" the trader adds. The pair is at 31.771, off its earlier low at 31.756, but still lower than 31.820 traded before the local central bank's suspected intervention Tuesday, which lifted it to 31.862 at the close of onshore trading session, traders say. Taiwan government bonds track overnight gains in U.S. Treasurys in active trade. A trader notes increasing buying from banks and insurers which have been away from the bond market for some time, while some foreign investors also start to buy. The most-traded 10-year bond yield is at 1.5070% versus 1.5165%. (fanny.liu@wsj.com) 


 
Editor: KLH 
 

0218 GMT [Dow Jones] As the U.S. dollar languishes due to depressed U.S. government bond yields, gold prices--which typically move inversely with the greenback--have been rising. The price of gold has been trending upwards since entering the daily Bollinger uptrend channel at $1,211.27 on Friday. The bullish chart signal which now supports at $1,216.35 could lead to a key chart barrier at $1,254.05, which is the 200-day moving average line. A confirmed break of the 200-day moving average is likely to encourage more speculative bets on gold. The last time this line was decisively breached to the downside in September, gold prices fell 6.5% within a month. Gold is now trading around $1,229.50/barrel from its Tuesday close of $1,230.36/barrel. (ewen.chew@wsj.com) 


 
Editor: KLH 
 

0142 GMT [Dow Jones] USD/KRW opened lower Wednesday on the back of an overnight decline in lead indicator USD/JPY. The dollar is now below the daily Ichimoku Cloud support at 1,079 and could be poised for more weakness if it ends the day below the Cloud support. A confirmed break of the Ichimoku Cloud support zone is a bearish technical cue that would augment the Bollinger downtrend channel already in play since Friday. From there, USD/KRW could drop to the weekly Ichimoku Cloud support at 1,068. Although there is an air of risk aversion in financial markets--which ought to buoy the safe haven greenback--the depressed level of benchmark U.S. government bonds is a negative for the U.S. dollar. USD/KRW is now 1,077.5 from its Tuesday close of 1,083.5. (ewen.chew@wsj.com) 


 
Editor: KLH 
 

0137 GMT [Dow Jones] The transition of the Australian economy away from a heavy reliance on mining investment to drive gross domestic product growth toward industry sectors like construction is evident in jobs vacancies data published Wednesday. Adam Boyton, chief economist at Deutsche Bank says the report reveals an ""expected story"" with job losses greatest over the last year in mining, down 44,200, and manufacturing down 20,000. Meanwhile, there has been robust growth in employment in professional, scientific & technical services with an added 62,600 jobs, while construction added 58,700 and accommodation & food services added 51,100. ""That is, rotation away from mining into construction and consumer services; combined with the usual underperformance by manufacturing and the usual outperformance by professional, scientific & technical services,"" Boyton said. (james.glynn@wsj.com; Twitter @JamesGlynnWSJ) 


 
Editor JSM 
 

0132 GMT [Dow Jones] USD/CHF is likely to trade with a bullish bias Wednesday after hitting a four-year high of 1.0217 Tuesday. The currency pair is supported by positive USD sentiment, contagion from a weak euro on the Swiss franc and franc sales on a soft CHF/JPY cross. The daily chart is positive-biased as MACD bullish, with stochastics staying elevated at overbought levels, and five- and 15-day moving averages advancing. A rise above 1.0217 would expose the upside to 1.0277 (Sept. 10, 2010 high). Support is seen at 1.0174 (hourly chart), then at a 1.0124-1.0114 band (Tuesday's low-Monday's low). A breach below this level would temper the positive near-term view, targeting 1.0092 (Jan. 7 low). Spot USD/CHF is at 1.0202. (jerry.tan@wsj.com) 


 
Editor: PJK 
 

0132 GMT [Dow Jones] EUR/GBP is likely to trade in a lower range Wednesday. The cross is hurt after the European Central Bank executive board member Benoit Coeure said the ECB is in a position to make a decision on a government bond-buying program next week. In contrast, Bank of England Governor Mark Carney suggested that there's no need for further monetary stimulus in the U.K. despite a plunge in U.K. inflation. The daily chart is negative-biased as MACD and stochastics bearish, five-day moving average below 15-day moving average and declining. Support at 0.7753 (Tuesday's low); breach would target 0.7738 (six-year low hit Jan. 2), then 0.7692 (Oct. 20, 2008 swing low). Resistance at 0.7830 (Tuesday's high); breach would temper negative near-term view, targeting 0.7855 (Thursday's high). Spot EUR/GBP is at 0.7757. (jerry.tan@wsj.com) 


 
Editor JSM 
 

0126 GMT [Dow Jones] USD/CAD is likely to consolidate Wednesday after hitting a five-and-a-half year high 1.1993 on Tuesday. The currency pair is supported by positive USD sentiment; loonie sales on a soft CAD/JPY cross amid subdued investor risk tolerance. But USD/CAD upside is capped as oil prices are staging a strong rebound after hitting a near-six-year low $44.20/bbl on Tuesday (last up 38 cents at $46.27/bbl on Globex). Daily chart is still positive-biased as MACD bullish; stochastics stays elevated at overbought levels; five- and 15-day moving averages advancing. Resistance at 1.1993-1.2000 band; breach would expose upside to 1.2200 (76.4% Fibonacci retracement of decline from March 9, 2009 high of 1.3063 to July 26, 2011 low of 0.9403). Support at 1.1922 (Tuesday's low); breach would tilt near-term view negative, exposing downside to 1.1832 (Monday's low). Spot USD/CAD is at 1.1956. (jerry.tan@wsj.com) 


 
Editor: KLH 

(END) Dow Jones Newswires

January 13, 2015 22:03 ET (03:03 GMT)"
USD/Asia Slides on Low U.S. Bond Yields -- Asia Daily  Forex  Outlook,2015-01-14,"The following are projected trading ranges and outlooks for nine secondary currency pairs in Asia today: 


 
          Immediate Range  Larger Range 
USD/CNY   6.1990-6.2000    6.1885-6.2094 
USD/TWD   31.760-31.920    31.600-32.000 
USD/KRW    1,070-1,080      1,068-1,090 
USD/SGD   1.3342-1.3400    1.3300-1.3413 
USD/MYR   3.5600-3.5990    3.5210-3.6200 
USD/THB    32.78-32.84      32.64-32.87 
USD/PHP    44.75-44.92      44.58-44.96 
USD/IDR   12,530-12,640    12,430-12,740 
USD/INR    61.87-62.00      61.56-62.50 
 

(Ranges are calculated using recent highs and lows, information on the placement of option strikes, and technical analysis--Bollinger Bands, Fibonacci levels, trendlines and moving averages.)

USD/CNY--consolidation. Spot USD/CNY may consolidate within a span of 6.1990-6.2199 demarcated by the daily lower and upper Bollinger bands (standard deviation 1) as the U.S. dollar index edged up again overnight due to a revival of euro weakness. The People's Bank of China is likely to shift the daily USD/CNY benchmark rate higher from Tuesday's 6.1195 as a result of the U.S. dollar index rising. USD/CNY's inability to break into the Bollinger downtrend channel at 6.1990 suggests consolidation will continue in the near term. General risk aversion is still rife after a Tuesday reversal from strength in the U.S. stock market saw the main indices close lower. Dow Jones technical analysis suggests immediate support for spot USD/CNY is at 6.1990 (daily Bollinger downtrend channel), before 6.1885 (base of daily Bollinger downtrend channel). Immediate resistance is at 6.2000 (round-figure trading barrier), then at 6.2094 (20-day Bollinger mid resistance), before 6.2199 (daily Bollinger uptrend channel).

USD/TWD--consolidation. USD/TWD is likely to bob between a range of 31.760-31.920 formed by the 20-day Bollinger mid support and the entrance to the daily Bollinger uptrend channel. Overnight dollar index strength which stemmed from EUR/USD weakness is likely to prop most USD/Asia pairs Wednesday. But upside for the greenback may be limited due to the subdued level of U.S. Treasury yields; the 10-year bond yield is still under 2.00%. In the offshore nondeliverable forward market, the price of the benchmark 1-month USD/TWD contract has risen back to par versus that of the spot contract, indicating the bearish-USD bias seen earlier in the week has diminished. Dow Jones technical analysis suggests immediate support is at 31.760 (20-day Bollinger mid support), then at 31.600 (daily Bollinger downtrend channel), before 31.500 (psychological support). Immediate resistance is likely at 31.920 (base of daily Bollinger uptrend channel), then at 32.000 (round-figure trading barrier), before 32.080 (top of daily Bollinger uptrend channel).

USD/KRW--downtrend. USD/KRW opened lower Wednesday on the back of an overnight decline in lead indicator USD/JPY. The dollar is now below the daily Ichimoku Cloud support at 1,079 - and could be poised for more weakness if it ends the day below the Cloud support. A confirmed break of the Ichimoku Cloud support zone is a bearish technical cue that would augment the Bollinger downtrend channel already in play since Friday. From there, USD/KRW could drop to the weekly Ichimoku Cloud support at 1,068. Although there is an air of risk aversion in financial markets - which ought to buoy the safe haven greenback - the depressed level of benchmark U.S. government bonds is a negative for the U.S. dollar. Dow Jones technical analysis suggests immediate support is at 1,070 (round-figure trading barrier), then at 1,068 (weekly Ichimoku Cloud support). Immediate resistance is at 1,080 (round-figure trading barrier), then at 1,090 (round-figure trading barrier and top of daily Bollinger downtrend channel), before 1,100 (round-figure trading barrier).

USD/SGD--uptrend likely. USD/SGD has been flitting in and out of the daily Bollinger uptrend channel - currently at 1.3342 - but is more likely to rise as lead indicator USD/JPY stages a recovery off its overnight 1-month lows. A Wednesday close above 1.3342 would confirm the bullish technical bias that could lead to the channel's ceiling at 1.3413 in the days ahead. But the dollar's rise could be unsustainable while the yield on the benchmark U.S. 10-year government bond remains under 2.00% - due to strong demand for safe haven assets by investors. Dow Jones technical analysis shows immediate support is at 1.3342 (base of daily Bollinger uptrend channel), then at 1.3300 (round-figure trading barrier), before 1.3270 (20-day Bollinger mid support). Immediate resistance is at 1.3400 (round-figure trading barrier), before 1.3413 (top of daily Bollinger uptrend channel).

USD/MYR--uptrend. USD/MYR has slipped from Tuesday's fresh 5.5-year high of 3.5940 but is still biased higher within the daily Bollinger uptrend channel that now supports at 3.5600. A break higher past the 3.6000 round-figure trading barrier could trigger stoploss orders to buy USD/MYR. Overnight, crude oil prices rebounded slightly, thus offering reprieve to the ringgit. But bearish forecasts for oil by global investment banks as well as oil producer Saudi Arabia may continue to plague Malaysia's ringgit. The persistent decline of oil prices has been hurting investor sentiment for the ringgit because Malaysia's trade balance - as an oil producer and exporter - will be adversely affected. Dow Jones technical analysis suggests immediate support is at 3.5600 (base of daily Bollinger uptrend channel), before 3.5210 (20-day Bollinger mid support). Immediate resistance is at 3.5990 (top of daily Bollinger uptrend channel), then at 3.6000 (round-figure trading barrier), before 3.6200 (psychological resistance).

USD/THB--mild downtrend. USD/THB has a mild bearish bias that could lead to 32.64 in the near term. The pair entered the Bollinger downtrend channel on Tuesday but is also caught inside the daily Ichimoku Cloud support zone that spans 32.64-32.91. A break of the Cloud's base at 32.64 is necessary to trigger more U.S. dollar downside. The yield on the benchmark U.S. 10-year Treasury note has remained under 2.00%, due to demand for bonds from haven-seeking investors, hence depressing the greenback in general. Dow Jones technical analysis suggests immediate support is at 32.78 (base of daily Bollinger downtrend channel), before 32.64 (base of daily Ichimoku Cloud support). Immediate resistance is at 32.84 (top of daily Bollinger downtrend channel), then at 32.87 (20-day Bollinger mid resistance), before 32.89 (top of daily Ichimoku Cloud resistance)).

USD/PHP--consolidation lower. USD/PHP is likely to slip past the 20-day Bollinger mid support at 44.75 and toward the 44.62 base of the daily Ichimoku Cloud support as appeal for the U.S. dollar dims due to persistently low yields on U.S. government bonds. The greenback is under pressure from the benchmark 10-year U.S. Treasury note yielding less than 2.00%. But a factor that could thwart U.S. dollar bears is a further fall of the euro - on expectations of quantitative easing by the European Central Bank next week. Dow Jones technical analysis suggests immediate support is at 44.75 (20-day Bollinger mid support), before 44.58 (daily Bollinger downtrend channel). Immediate resistance is likely at 44.92 (daily Bollinger uptrend channel), then at 44.96 (top of daily Ichimoku Cloud resistance), before 45.00 (round-figure trading barrier).

USD/IDR--consolidation lower. USD/IDR may subside toward the 20-day Bollinger mid support at 12,530 as the greenback loses some of its shine due to weak government bond yields. The flight to safe haven assets by investors has been lifting U.S. government bond prices and thereby depressing bond yields. If USD/IDR falls even further and closes Wednesday below 12,430, the daily Bollinger downtrend channel will be activated - which could spur more speculative dollar-selling. Dow Jones technical analysis suggests immediate support for spot USD/IDR is at 12,530 (20-day Bollinger mid support), then at 12,500 (psychological support), before 12,430 (daily Bollinger downtrend channel). Immediate resistance is at 12,640 (daily Bollinger uptrend channel), then at 12,740 (top of daily Bollinger uptrend channel), before 12,970 (top of monthly Bollinger uptrend channel).

USD/INR--consolidation lower. USD/INR is likely to test the daily Ichimoku Cloud support zone at 61.87 - and possibly the Reserve Bank of India's resolve - as the U.S. dollar settles lower in Asia Wednesday. The India central bank has been suspected of intervening in the spot market this week to prop up USD/INR so as to reduce volatility for the rupee. The market has recently been eager for rupee appreciation against the dollar after a couple of notable global investment banks highlighted bullish rupee trading ideas last week. The decline of oil prices may also be a factor helping the rupee. Cheaper oil means cheaper imported energy bills and thereby a reduced trade deficit for India. Dow Jones technical analysis suggests immediate support is at 61.87 (daily Ichimoku Cloud support), before 61.56 (base of daily Ichimoku Cloud support zone). Immediate resistance is likely at 62.00 (round-figure trading barrier), then at 62.50 (psychological resistance), before 62.65 (top of daily Bollinger downtrend channel).

Write to Ewen Chew at ewen.chew@wsj.com

(This article is general financial information, not personalized investment advice, as it does not consider the unique circumstances affecting an individual reader's decision to buy or sell a specific security. Dow Jones does not warrant the accuracy, completeness or timeliness of the information in this article, and any errors will not be made the basis for any claim against Dow Jones. The author does not invest in the instruments or markets cited in this article.)

(END) Dow Jones Newswires

January 13, 2015 20:08 ET (01:08 GMT)"
India Imported Crude Oil Price Falls Again -- Market Talk,2015-01-13,"0712 GMT [Dow Jones] India's oil ministry said the price of its imported crude-oil basket fell to $45.86 a barrel Monday from $47.36 Friday, reflecting volatility in global crude prices. Oil prices fell for the second consecutive day with both the crude benchmarks down nearly 2% in Asian trade Tuesday. Oil prices had lost around 5% on Monday alone, extending the selloff that has gripped oil markets since mid-2014, as sell-side analysts slashed price forecasts and warned of a prolonged glut in global oil markets that will extend well into 2015. Markets have been fumbling around for a price floor, especially after the Organization of Petroleum Exporting Countries decided not to cut output to stem the decline in prices. A fall in crude-oil prices is positive for India's economy as the country imports three-quarters of its energy needs. (saurabh.chaturvedi@wsj.com; Twitter: @journosaurabh) 


 
Editor JSM 
 

0700 GMT [Dow Jones] Oil prices sunk Tuesday with the U.S. oil benchmark dropping below $45 a barrel after United Arab Emirates' oil minister said the Organization of the Petroleum Exporting Countries won't adjust output, and that other producers need to be rational. He says oil prices could take two or three years to stabilize and OPEC is concerned about the oil-market balance, but that it can't be the only party responsible for balancing the market. The UAE is one of the 10 largest oil and natural gas producers in the world, and a member of OPEC. Nymex west Texas intermediate crude is down $1.08 at $44.99/barrel, Brent crude is down $1.28 at $46.15/barrel. (eric.yep@wsj.com) 


 
Editor JSM 
 

0618 GMT [Dow Jones] The latest rebound in India's industrial output was primarily due to distortions caused by the change in timing of the Diwali festival this year, says HSBC. Adjusted for those effects, an industrial recovery still appears feeble, which, coupled with a better-than-expected inflation print, reinforces the case for rate cuts by the central bank. ""Looking past these statistical quirks shows that the growth momentum in manufacturing is still weak,"" HSBC says. ""We expect 50 basis points in rate cuts in 2015,"" it adds. India's industrial output rose 3.8% from a year earlier in November, after a 4.2% contraction the previous month. Meanwhile, the consumer inflation rate climbed to 5% in December from 4.38% in November, but was still better than the 5.40% prediction of economists. (anant.kala@wsj.com; @anantvkala) 


 
Editor: KLH 
 

0601 GMT [Dow Jones] The USD/JPY is gaining momentum to as high as Y118.70 with short-covering pushing up the pair, says Mizuho Bank senior vice president Toshiyuki Umekawa, adding that options-related stop-loss buying orders just above Y118.50 are giving the pair an extra lift. The pair is now at Y118.66, but ""we still lack cues to bring the pair much higher."" But Mr. Umekawa says the pair has managed to confirm Y118 as the lower end of its trading range for now. (hiroyuki.kachi@wsj.com) 


 
Editor: PAB 
 

0601 GMT [Dow Jones] Taiwan shares finish 0.6% higher at 9231.80, as gains in airline and petrochemical stocks offset declines in most tech heavyweights. Mega Securities analyst Alex Huang says investors predict limited downside for oil prices from currently low levels and several petrochemical and textile stocks have sunk to attractive prices. China Man-Made Fiber (1718.TW) closes limit-up 6.7% at NT$11.90 and China Petrochemical (1314.TW) rises 3.4% to NT$12.25. Airlines, naturally, rise on tumbling oil prices: Eva Airways (2618.TW) gains 1.9% to NT$24.65 and China Airlines (2610.TW) ends up 3.2% at NT$16.30. Tech stocks are mostly lower, as 1Q is the sector's traditionally low season. MediaTek (2454.TW) falls 1.0% to NT$483.00 and HTC (2498.TW) ends down 3.0% at NT$147.50. TSMC (2330.TW) bucks the downtrend and gains 0.4% to NT$132.50 ahead of its 4Q earnings release Thursday. (aries.poon@wsj.com) 


 
Editor: KLH 
 

0558 GMT [Dow Jones] After chalking up a gain of 2.4% versus the U.S. dollar over the past four days, India's rupee is pulling back slightly and now trades a tad weaker at 62.13 versus its Monday close of 62.07. USD/INR is firming up ahead of the daily Ichimoku Cloud support at 61.87 as traders take profit on short-USD bets placed last week when a couple of notable global investment banks suggested the rupee would appreciate in the near term. Suspected intervention by the Reserve Bank of India on Monday at current levels--an attempt to dampen rupee volatility--may have created a temporary floor for USD/INR and prompted speculators to reduce their short-USD/INR bets, says an offshore trader. (ewen.chew@wsj.com) 


 
Editor: MNG 
 

0539 GMT [Dow Jones] The recently convened Indonesian House of Representatives is likely to accomplish two tasks over the next two weeks, according to Eurasia Group. The first is approving President Joko Widodo's revised state budget, which reallocates some $17.3 billion saved from curtailing fuel subsidies for use in infrastructure and social development projects. Second, parliament will likely act to reinstate direct elections of hundreds of regional leaders such as governors and mayors. Lawmakers in September passed a bill ending such elections. Other issues--such as the possibility of new regulations for the banking and oil industries--will be put aside until various political parties determine their leadership, Eurasia Group reckons. (newley.purnell@wsj.com; Twitter: @Newley) 


 
Editor JSM 
 

0529 GMT [Dow Jones] The yen is retreating from a near-four-week high of 117.74 against the U.S. dollar Tuesday as risk appetite improves following healthier-than-expected China December trade data, while Tokyo stocks pared morning losses. Japan's Nikkei Stock Average was recently down 1.45% at 16,948 after recovering more than 100 points from its morning low of 16,828. Meanwhile, U.S. stock index futures are now trading in positive territory. Further upside in USD/JPY may encounter resistance at 118.68, then at 119.32. Spot USD/JPY is at 118.33. (jerry.tan@wsj.com) 


 
Editor: KLH 
 

0527 GMT [Dow Jones] The South Korea won could rise sharply versus the U.S. dollar in the near term if a key USD/KRW chart support is broken by Tuesday's close. A confirmed break of the daily Ichimoku Cloud support zone--contingent on a daily close below 1,079--might trigger liquidation of long-USD positions. The break of the cloud base is a bearish technical signal that might accelerate the U.S. dollar's slide. Below the cloud support, the next clear technical floor is the weekly Ichimoku Cloud at 1,068 followed by the weekly Bollinger mid-line at 1,052. The greenback has been falling against the won for four days as the yield on the benchmark U.S. 10-year Treasury note remains under pressure below 2.00%. A low yield on U.S. government bonds intrinsically makes the dollar less attractive to hold as an investment. USD/KRW is now 1,080.5 from its Monday close of 1,081.4. (ewen.chew@wsj.com) 


 
Editor: KLH 
 

0519 GMT [Dow Jones] Sri Lanka last week surprised everyone by electing a new president, but Moody's cannot tell if this will result in an improved sovereign rating for the country. President Maithripala Sirisena inherits an economy that has been growing fast, partly because of investment and construction projects undertaken after the civil war ended in 2009, but also one that is heavily indebted. In 2013, government debt stood at 78% of gross domestic product. The median government debt of other comparable countries stood at 41%, says Moody's. A large chunk of Sri Lankan's government's debt is denominated in foreign currencies. ""Whether the political transition has meaningful sovereign credit implications will depend on the fiscal and investment policies Sirisena's administration pursues,"" says Moody's. (shefali.anand@wsj.com) 


 
Editor JSM 
 

0507 GMT [Dow Jones] USD/IDR is stable near its Monday closing level of 12,595 after an initial pop in the safe haven U.S. dollar early Tuesday when risk aversion seemed to be the theme of the day. But the impressive rise in China's December exports has lifted general investor sentiment and buffered regional stock markets from the 0.8% decline seen in U.S. stocks overnight. Risk-sensitive emerging market currencies such as the Indonesia rupiah are hence recovering from mild weakness. The daily USD/IDR chart suggests a consolidation pattern may hold unless the 12,430-12,640 range breaks. Tuesday's 9.7% rise in China's exports for December, which trumped forecasts for a much smaller gain of 6.6%, has helped the Indonesia stock exchange index rally 0.3%. USD/IDR is now 12,600 from its Monday close of 12,595. (ewen.chew@wsj.com) 


 
Editor: AAP 
 

0505 GMT [Dow Jones] India's milder-than-anticipated December rise in consumer prices was crucial, says Kotak Securities. Kotak says the data showed Indian inflation is getting tamer, paving the way for a rate cut from the central bank in February. The broker expects there is a room for 1% rate cut by end the of 2015. Late Monday, India reported a milder-than-anticipated rise in inflation. The consumer inflation rate climbed to 5% in December from 4.38% in November, but it was below the analysts' prediction of 5.40% and is still well below the Reserve Bank of India's target of 8% for January. ""We now estimate the January-March 2015 inflation to average around 5.7%,"" Kotak says. (debiprasad.nayak@wsj.com) 


 
Editor JSM 

(END) Dow Jones Newswires

January 13, 2015 02:12 ET (07:12 GMT)"
"UPDATE 3-Indian markets off lows, foreign investors in focus",2014-12-17,"* Rupee ends at 63.615/625 per dlr, off 13-mth low

* NSE trims losses, ends down 0.5 pct

* 10-yr bond yield ends down 2 bps at 7.97 pct (Updates closing levels for rupee, debt)

By Swati Bhat

MUMBAI, Dec 17 (Reuters) - The rupee retreated from 13-month lows after the central bank stepped up intervention, while bonds also recovered despite concerns over whether foreign funds will stick with India, one of the star performers this year among emerging markets.

Intervention from the Reserve Bank of India was larger than in recent sessions, traders said, with some estimating dollar sales of nearly $500 million. Meanwhile, buying of shares by state-run Life Insurance Corporation of India helped shares recover from earlier falls to trade flat, dealers added.

Analysts fear more foreign selling, but doubt it would spark turmoil anywhere similar to last year when India suffered its worst market crisis since 1991.

Unlike then, India is now seen as benefitting from sharp falls in inflation, hefty foreign exchange reserves, and a less troublesome current account gap.

""We are less worried as overall market conditions are better, like fiscal condition is within control, current account deficit is low, inflation is falling,"" a senior policymaker aware of the central bank's thinking told Reuters, declining to be identified discussing the country's exchange rate policy.

The partially convertible rupee ended at 63.6150/6250 per dollar, weaker than its 63.53/54 close. It had earlier weakened to as much as 63.89, its lowest since Nov. 13, 2013.

The rupee's initial weakness came after foreign funds sold shares worth $196.56 million on Tuesday, their biggest daily net sales since Oct. 17, and a sixth consecutive day of selling.

Foreign investors also turned sellers of debt for the first time in December on Monday, having sold a net $146.56 million.

But analysts say India is better placed to withstand foreign selling, given the current account deficit has narrowed to 2.1 percent of gross domestic product from a record high of 4.8 percent in the fiscal year ended in March 2013.

Meanwhile, foreign currency reserves stood at $314.66 billion as of Friday, not far from the record high of $320.785 billion in September 2011.

India has attracted a combined $43.2 billion in foreign flows into debt and shares so far this year. As a result, the NSE index is still up around 25 percent in 2014, the second-best performer in Asia in dollar terms.

The benchmark 10-year bond yield hit a session high of 8.03 percent, its highest since Dec. 1, before retreating to end the day down 2 basis points at 7.97 percent. The yield is still up 14 bps for the week. (Editing by Rafael Nam, Sunil Nair and Jacqueline Wong) 

Released: 2014-12-17T12:42:12.000Z"
